apps.task.models.Profile  1
apps.task.models.Requests  291
django.contrib.auth.models.Group  0
django.contrib.auth.models.User  1
south.models.MigrationHistory  4
django.contrib.auth.models.Permission  30
django.contrib.admin.models.LogEntry  2
django.contrib.sessions.models.Session  6
apps.task.models.SavedSignals  0
django.contrib.contenttypes.models.ContentType  10
